schema_version,subject_id,session_id,dominant_hand,attempt_id,sign_label,window_id,is_warmup,kept,frame_index,timestamp,left_hand_tracked,right_hand_tracked,head_x,head_y,head_z,head_qx,head_qy,head_qz,head_qw,L_wrist_x,L_wrist_y,L_wrist_z,L_forearmWrist_x,L_forearmWrist_y,L_forearmWrist_z,L_forearmArm_x,L_forearmArm_y,L_forearmArm_z,L_thumbKnuckle_x,L_thumbKnuckle_y,L_thumbKnuckle_z,L_thumbIntermediateBase_x,L_thumbIntermediateBase_y,L_thumbIntermediateBase_z,L_thumbIntermediateTip_x,L_thumbIntermediateTip_y,L_thumbIntermediateTip_z,L_thumbTip_x,L_thumbTip_y,L_thumbTip_z,L_indexFingerMetacarpal_x,L_indexFingerMetacarpal_y,L_indexFingerMetacarpal_z,L_indexFingerKnuckle_x,L_indexFingerKnuckle_y,L_indexFingerKnuckle_z,L_indexFingerIntermediateBase_x,L_indexFingerIntermediateBase_y,L_indexFingerIntermediateBase_z,L_indexFingerIntermediateTip_x,L_indexFingerIntermediateTip_y,L_indexFingerIntermediateTip_z,L_indexFingerTip_x,L_indexFingerTip_y,L_indexFingerTip_z,L_middleFingerMetacarpal_x,L_middleFingerMetacarpal_y,L_middleFingerMetacarpal_z,L_middleFingerKnuckle_x,L_middleFingerKnuckle_y,L_middleFingerKnuckle_z,L_middleFingerIntermediateBase_x,L_middleFingerIntermediateBase_y,L_middleFingerIntermediateBase_z,L_middleFingerIntermediateTip_x,L_middleFingerIntermediateTip_y,L_middleFingerIntermediateTip_z,L_middleFingerTip_x,L_middleFingerTip_y,L_middleFingerTip_z,L_ringFingerMetacarpal_x,L_ringFingerMetacarpal_y,L_ringFingerMetacarpal_z,L_ringFingerKnuckle_x,L_ringFingerKnuckle_y,L_ringFingerKnuckle_z,L_ringFingerIntermediateBase_x,L_ringFingerIntermediateBase_y,L_ringFingerIntermediateBase_z,L_ringFingerIntermediateTip_x,L_ringFingerIntermediateTip_y,L_ringFingerIntermediateTip_z,L_ringFingerTip_x,L_ringFingerTip_y,L_ringFingerTip_z,L_littleFingerMetacarpal_x,L_littleFingerMetacarpal_y,L_littleFingerMetacarpal_z,L_littleFingerKnuckle_x,L_littleFingerKnuckle_y,L_littleFingerKnuckle_z,L_littleFingerIntermediateBase_x,L_littleFingerIntermediateBase_y,L_littleFingerIntermediateBase_z,L_littleFingerIntermediateTip_x,L_littleFingerIntermediateTip_y,L_littleFingerIntermediateTip_z,L_littleFingerTip_x,L_littleFingerTip_y,L_littleFingerTip_z,R_wrist_x,R_wrist_y,R_wrist_z,R_forearmWrist_x,R_forearmWrist_y,R_forearmWrist_z,R_forearmArm_x,R_forearmArm_y,R_forearmArm_z,R_thumbKnuckle_x,R_thumbKnuckle_y,R_thumbKnuckle_z,R_thumbIntermediateBase_x,R_thumbIntermediateBase_y,R_thumbIntermediateBase_z,R_thumbIntermediateTip_x,R_thumbIntermediateTip_y,R_thumbIntermediateTip_z,R_thumbTip_x,R_thumbTip_y,R_thumbTip_z,R_indexFingerMetacarpal_x,R_indexFingerMetacarpal_y,R_indexFingerMetacarpal_z,R_indexFingerKnuckle_x,R_indexFingerKnuckle_y,R_indexFingerKnuckle_z,R_indexFingerIntermediateBase_x,R_indexFingerIntermediateBase_y,R_indexFingerIntermediateBase_z,R_indexFingerIntermediateTip_x,R_indexFingerIntermediateTip_y,R_indexFingerIntermediateTip_z,R_indexFingerTip_x,R_indexFingerTip_y,R_indexFingerTip_z,R_middleFingerMetacarpal_x,R_middleFingerMetacarpal_y,R_middleFingerMetacarpal_z,R_middleFingerKnuckle_x,R_middleFingerKnuckle_y,R_middleFingerKnuckle_z,R_middleFingerIntermediateBase_x,R_middleFingerIntermediateBase_y,R_middleFingerIntermediateBase_z,R_middleFingerIntermediateTip_x,R_middleFingerIntermediateTip_y,R_middleFingerIntermediateTip_z,R_middleFingerTip_x,R_middleFingerTip_y,R_middleFingerTip_z,R_ringFingerMetacarpal_x,R_ringFingerMetacarpal_y,R_ringFingerMetacarpal_z,R_ringFingerKnuckle_x,R_ringFingerKnuckle_y,R_ringFingerKnuckle_z,R_ringFingerIntermediateBase_x,R_ringFingerIntermediateBase_y,R_ringFingerIntermediateBase_z,R_ringFingerIntermediateTip_x,R_ringFingerIntermediateTip_y,R_ringFingerIntermediateTip_z,R_ringFingerTip_x,R_ringFingerTip_y,R_ringFingerTip_z,R_littleFingerMetacarpal_x,R_littleFingerMetacarpal_y,R_littleFingerMetacarpal_z,R_littleFingerKnuckle_x,R_littleFingerKnuckle_y,R_littleFingerKnuckle_z,R_littleFingerIntermediateBase_x,R_littleFingerIntermediateBase_y,R_littleFingerIntermediateBase_z,R_littleFingerIntermediateTip_x,R_littleFingerIntermediateTip_y,R_littleFingerIntermediateTip_z,R_littleFingerTip_x,R_littleFingerTip_y,R_littleFingerTip_z
1,S02,20260821_140049,right,0,Hello,1,1,0,0,9199.614009,1,1,0.031462,1.186223,-0.085287,-0.042506,0.005344,-0.030872,0.998605,-0.160625,0.671652,-0.144060,-0.160625,0.671652,-0.144060,-0.162417,0.762877,0.071643,-0.146278,0.669620,-0.164673,-0.120644,0.654636,-0.201605,-0.114155,0.639214,-0.226386,-0.106207,0.629822,-0.248227,-0.153974,0.674671,-0.166386,-0.149641,0.667299,-0.227716,-0.142909,0.639580,-0.255802,-0.130938,0.616424,-0.249932,-0.119592,0.611755,-0.233876,-0.160541,0.666872,-0.165551,-0.166712,0.652409,-0.223304,-0.156904,0.623956,-0.253091,-0.140205,0.602896,-0.243243,-0.129813,0.606589,-0.224628,-0.166224,0.658516,-0.163212,-0.176518,0.638960,-0.217355,-0.169802,0.611115,-0.244951,-0.152447,0.596987,-0.235399,-0.143486,0.598100,-0.217361,-0.172812,0.649324,-0.159682,-0.184170,0.626406,-0.204373,-0.179232,0.606074,-0.227090,-0.166494,0.594614,-0.224612,-0.155469,0.592493,-0.210775,0.103945,0.751377,-0.164312,0.103945,0.751377,-0.164312,0.298857,0.687973,-0.052650,0.086809,0.769066,-0.174804,0.041526,0.781998,-0.192328,0.017068,0.782398,-0.208144,-0.003260,0.779897,-0.223643,0.094869,0.768783,-0.180637,0.062451,0.787069,-0.232979,0.026914,0.782434,-0.249218,0.005422,0.777329,-0.246264,-0.013426,0.771842,-0.240479,0.094516,0.759552,-0.183717,0.067115,0.767289,-0.237053,0.027018,0.762610,-0.253187,0.005687,0.756938,-0.236977,-0.003071,0.753672,-0.218779,0.093635,0.749652,-0.184721,0.068027,0.748956,-0.236247,0.033540,0.744046,-0.253066,0.014623,0.740421,-0.237089,0.008376,0.739443,-0.218328,0.092661,0.733433,-0.184663,0.071458,0.732484,-0.229137,0.043452,0.727635,-0.243723,0.027882,0.726674,-0.235134,0.019795,0.728229,-0.218853
1,S02,20260821_140049,right,0,Hello,1,1,0,1,9199.647246,1,1,0.027993,1.184696,-0.083358,-0.045689,-0.001761,-0.035103,0.998337,-0.162534,0.665703,-0.145749,-0.162534,0.665703,-0.145749,-0.171857,0.762488,0.063464,-0.148117,0.663875,-0.166306,-0.122795,0.649439,-0.203665,-0.116588,0.634542,-0.228817,-0.111837,0.623756,-0.250759,-0.155747,0.669085,-0.167954,-0.151392,0.662952,-0.229498,-0.145432,0.636048,-0.258581,-0.133610,0.613882,-0.250877,-0.123915,0.611994,-0.233314,-0.162433,0.661364,-0.167303,-0.168655,0.648192,-0.225380,-0.158206,0.619518,-0.254719,-0.142141,0.599563,-0.242805,-0.134023,0.605541,-0.223614,-0.168247,0.653041,-0.165155,-0.178675,0.634755,-0.219735,-0.170837,0.606123,-0.246203,-0.154241,0.593351,-0.234102,-0.148278,0.597393,-0.215568,-0.174983,0.643870,-0.161838,-0.186523,0.622040,-0.207001,-0.180625,0.601023,-0.228797,-0.167857,0.590351,-0.224420,-0.159243,0.590957,-0.209327,0.101247,0.751526,-0.162141,0.101247,0.751526,-0.162141,0.292713,0.687570,-0.045206,0.084297,0.769244,-0.172879,0.039424,0.782227,-0.191289,0.015309,0.782813,-0.207584,-0.004829,0.780831,-0.223434,0.092466,0.769009,-0.178560,0.061085,0.787583,-0.231387,0.025916,0.783002,-0.248341,0.004415,0.777831,-0.245694,-0.014481,0.772272,-0.240177,0.092187,0.759794,-0.181707,0.065873,0.767804,-0.235522,0.025962,0.763120,-0.252038,0.004501,0.757275,-0.236033,-0.004416,0.753859,-0.217918,0.091345,0.749899,-0.182790,0.066797,0.749468,-0.234820,0.032398,0.744705,-0.251832,0.013373,0.740976,-0.235989,0.007001,0.739868,-0.217275,0.090402,0.733682,-0.182811,0.070115,0.732959,-0.227763,0.042204,0.728172,-0.242526,0.026601,0.727171,-0.233997,0.018463,0.728653,-0.217736
1,S02,20260821_140049,right,0,Hello,1,1,0,2,9199.679475,1,1,0.024201,1.183316,-0.081327,-0.049027,-0.008407,-0.039517,0.997980,-0.164008,0.659566,-0.146022,-0.164008,0.659566,-0.146023,-0.183340,0.758933,0.056804,-0.149752,0.658314,-0.166674,-0.125344,0.645441,-0.205165,-0.120547,0.631089,-0.230961,-0.120216,0.619184,-0.252720,-0.157383,0.663598,-0.168129,-0.153544,0.659314,-0.229975,-0.148575,0.633804,-0.260530,-0.136777,0.613065,-0.251029,-0.129155,0.614503,-0.232467,-0.164086,0.655872,-0.167658,-0.170803,0.644451,-0.226084,-0.159626,0.615585,-0.254943,-0.144244,0.597216,-0.240930,-0.138757,0.605817,-0.221739,-0.169906,0.647496,-0.165713,-0.180815,0.630862,-0.220755,-0.171648,0.601468,-0.245914,-0.155961,0.590539,-0.231354,-0.153226,0.597527,-0.213220,-0.176642,0.638240,-0.162620,-0.188596,0.617786,-0.208290,-0.181100,0.595878,-0.228585,-0.168428,0.586757,-0.221757,-0.163091,0.590704,-0.206173,0.097774,0.750544,-0.160600,0.097774,0.750544,-0.160600,0.284834,0.684737,-0.037882,0.081300,0.768497,-0.171701,0.037107,0.782039,-0.191179,0.013298,0.783532,-0.207870,-0.006237,0.781409,-0.224383,0.089593,0.768200,-0.177181,0.059809,0.787335,-0.230675,0.024866,0.783116,-0.248159,0.003323,0.778084,-0.245615,-0.015627,0.772640,-0.240190,0.089275,0.759003,-0.180382,0.064465,0.767532,-0.234801,0.024611,0.763293,-0.251554,0.003033,0.757520,-0.235680,-0.005995,0.754060,-0.217621,0.088344,0.749122,-0.181534,0.065159,0.749193,-0.234183,0.030607,0.744791,-0.250968,0.012326,0.741222,-0.234342,0.006992,0.740191,-0.215336,0.087278,0.732913,-0.181622,0.068099,0.732627,-0.227146,0.040017,0.728266,-0.241672,0.024753,0.727519,-0.232619,0.017585,0.729155,-0.215963
1,S02,20260821_140049,right,0,Hello,1,1,0,3,9199.713243,1,1,0.019620,1.182462,-0.079108,-0.049667,-0.014307,-0.041967,0.997781,-0.164863,0.653498,-0.144951,-0.164863,0.653498,-0.144951,-0.191786,0.753171,0.053631,-0.150939,0.652959,-0.165794,-0.127198,0.643518,-0.205561,-0.124801,0.629661,-0.232029,-0.128319,0.617398,-0.253313,-0.158634,0.658203,-0.167009,-0.155673,0.655629,-0.229099,-0.151553,0.631241,-0.260733,-0.139653,0.611725,-0.250141,-0.133787,0.615793,-0.231335,-0.165252,0.650393,-0.166646,-0.172744,0.640477,-0.225288,-0.160837,0.611665,-0.253903,-0.145881,0.594673,-0.238572,-0.142477,0.605161,-0.219791,-0.170959,0.641903,-0.164840,-0.182539,0.626639,-0.220168,-0.172294,0.596985,-0.244557,-0.157218,0.587561,-0.228553,-0.156895,0.596445,-0.211225,-0.177555,0.632491,-0.161898,-0.190072,0.613094,-0.207859,-0.181364,0.590760,-0.227124,-0.168879,0.583100,-0.218677,-0.166246,0.589372,-0.203439,0.094348,0.750171,-0.158692,0.094348,0.750171,-0.158692,0.277032,0.682479,-0.030673,0.078326,0.768329,-0.170135,0.034865,0.782306,-0.190775,0.011602,0.784158,-0.208149,-0.007196,0.781871,-0.225420,0.086771,0.768040,-0.175372,0.058790,0.787879,-0.229531,0.024269,0.783961,-0.247851,0.002695,0.778958,-0.245658,-0.016299,0.773503,-0.240428,0.086488,0.758875,-0.178688,0.063454,0.768097,-0.233750,0.023851,0.764196,-0.251111,0.002037,0.758302,-0.235567,-0.007257,0.754653,-0.217646,0.085535,0.749011,-0.179975,0.064026,0.749753,-0.233331,0.029608,0.745649,-0.250425,0.011561,0.742012,-0.233582,0.006615,0.740869,-0.214491,0.084419,0.732810,-0.180203,0.066649,0.733104,-0.226410,0.038577,0.729095,-0.241008,0.023561,0.728439,-0.231596,0.017049,0.730043,-0.214698
1,S02,20260821_140049,right,0,Hello,1,1,0,4,9199.747360,1,1,0.014438,1.182165,-0.076616,-0.050351,-0.018472,-0.041906,0.997681,-0.165182,0.647330,-0.142072,-0.165182,0.647330,-0.142072,-0.197261,0.746590,0.053814,-0.151706,0.647487,-0.163159,-0.128636,0.642201,-0.203962,-0.128781,0.628931,-0.230917,-0.135417,0.616669,-0.251521,-0.159444,0.652732,-0.164074,-0.157757,0.652039,-0.226378,-0.154584,0.628169,-0.258554,-0.142475,0.608755,-0.248115,-0.136809,0.613415,-0.229379,-0.166016,0.644875,-0.163809,-0.174676,0.636674,-0.222599,-0.162253,0.608015,-0.251155,-0.147475,0.591380,-0.235449,-0.144894,0.602397,-0.216831,-0.171645,0.636300,-0.162139,-0.184360,0.622554,-0.217652,-0.173526,0.592943,-0.241802,-0.158668,0.584089,-0.225330,-0.159268,0.593519,-0.208348,-0.178134,0.626764,-0.159345,-0.191727,0.608442,-0.205433,-0.182616,0.586051,-0.224429,-0.170201,0.579120,-0.215396,-0.168675,0.586245,-0.200466,0.091045,0.750521,-0.156929,0.091045,0.750521,-0.156929,0.269888,0.681418,-0.024458,0.075238,0.768801,-0.168487,0.032427,0.783135,-0.190109,0.009789,0.785397,-0.208211,-0.008338,0.783554,-0.226244,0.083861,0.768737,-0.173455,0.057610,0.789743,-0.228009,0.023568,0.785794,-0.247119,0.002088,0.780379,-0.245270,-0.016796,0.774466,-0.240173,0.083805,0.759651,-0.177048,0.062670,0.770128,-0.232644,0.023589,0.766232,-0.251045,0.001473,0.759627,-0.236098,-0.008217,0.755355,-0.218438,0.083021,0.749813,-0.178645,0.063462,0.751779,-0.232747,0.029457,0.747717,-0.250607,0.011090,0.743415,-0.234174,0.005795,0.741712,-0.215204,0.082076,0.733628,-0.179216,0.066044,0.734967,-0.226229,0.038268,0.731071,-0.241369,0.023149,0.730041,-0.232102,0.016487,0.731161,-0.215226
1,S02,20260821_140049,right,0,Hello,1,1,0,5,9199.780572,1,1,0.009052,1.182556,-0.074140,-0.050673,-0.022285,-0.041721,0.997595,-0.166238,0.642638,-0.137779,-0.166238,0.642638,-0.137779,-0.203217,0.744050,0.053462,-0.152756,0.643115,-0.158822,-0.130202,0.641173,-0.200135,-0.131603,0.628784,-0.227480,-0.140299,0.616558,-0.247403,-0.160398,0.648576,-0.159580,-0.158967,0.649787,-0.222009,-0.154242,0.624073,-0.252425,-0.143246,0.605108,-0.240408,-0.138821,0.610836,-0.221631,-0.167147,0.640859,-0.159538,-0.176151,0.634645,-0.218563,-0.163272,0.605883,-0.246800,-0.149254,0.589062,-0.230448,-0.147554,0.600410,-0.211932,-0.172963,0.632356,-0.158116,-0.186223,0.620478,-0.213970,-0.175254,0.590872,-0.238058,-0.160973,0.581921,-0.221096,-0.162435,0.591738,-0.204422,-0.179661,0.622879,-0.155599,-0.193806,0.606187,-0.202110,-0.184708,0.583958,-0.221305,-0.172589,0.577083,-0.211813,-0.172076,0.584579,-0.197009,0.088108,0.752570,-0.155503,0.088108,0.752570,-0.155503,0.262687,0.680363,-0.019085,0.072626,0.771119,-0.167100,0.030535,0.786353,-0.189404,0.008484,0.789352,-0.208101,-0.009140,0.788429,-0.226756,0.081387,0.771189,-0.171832,0.056774,0.793561,-0.226590,0.023270,0.790012,-0.246662,0.001816,0.784450,-0.245216,-0.017037,0.778310,-0.240305,0.081450,0.762188,-0.175682,0.062015,0.774075,-0.231627,0.023439,0.770584,-0.251066,0.000982,0.763521,-0.236743,-0.009130,0.758748,-0.219369,0.080737,0.752390,-0.177568,0.062855,0.755734,-0.232224,0.029157,0.752021,-0.250678,0.010536,0.747240,-0.234590,0.004965,0.745048,-0.215738,0.079849,0.736232,-0.178462,0.065274,0.738759,-0.226105,0.037668,0.735219,-0.241581,0.022488,0.733956,-0.232410,0.015853,0.734675,-0.215511
1,S02,20260821_140049,right,0,Hello,1,1,0,6,9199.813878,1,1,0.003259,1.183680,-0.071651,-0.050375,-0.025664,-0.040529,0.997578,-0.167426,0.638586,-0.132922,-0.167426,0.638586,-0.132922,-0.208831,0.742028,0.053771,-0.153937,0.639275,-0.153929,-0.131483,0.639824,-0.195284,-0.133257,0.627764,-0.222752,-0.142884,0.615038,-0.241916,-0.161533,0.644833,-0.154600,-0.160195,0.647108,-0.217071,-0.153247,0.619214,-0.244909,-0.143420,0.600973,-0.231328,-0.140266,0.607767,-0.212642,-0.168360,0.637181,-0.154684,-0.177497,0.632057,-0.213816,-0.164232,0.603141,-0.241698,-0.150682,0.586293,-0.224930,-0.149499,0.597867,-0.206516,-0.174260,0.628710,-0.153400,-0.187752,0.617850,-0.209426,-0.176619,0.588258,-0.233443,-0.162708,0.579387,-0.216126,-0.164676,0.589424,-0.199657,-0.181051,0.619254,-0.151039,-0.195398,0.603485,-0.197792,-0.186094,0.581340,-0.216979,-0.174200,0.574645,-0.207086,-0.174406,0.582408,-0.192420,0.085797,0.757054,-0.154645,0.085797,0.757054,-0.154645,0.255152,0.680907,-0.013869,0.070747,0.775931,-0.166317,0.029395,0.791907,-0.189367,0.007912,0.795614,-0.208584,-0.009477,0.796086,-0.227589,0.079620,0.776031,-0.170832,0.056640,0.799623,-0.225770,0.023667,0.796692,-0.246787,0.002192,0.791184,-0.245645,-0.016683,0.785021,-0.240879,0.079715,0.767099,-0.174874,0.061879,0.780206,-0.231089,0.023855,0.777369,-0.251631,0.000978,0.770159,-0.237979,-0.009634,0.765098,-0.220920,0.078984,0.757341,-0.176981,0.062613,0.761879,-0.232063,0.029388,0.758739,-0.251382,0.009889,0.753746,-0.236303,0.003260,0.751175,-0.217808,0.078055,0.741213,-0.178119,0.064752,0.744775,-0.226248,0.037384,0.741712,-0.242163,0.022057,0.740373,-0.233218,0.015090,0.740815,-0.216437
1,S02,20260821_140049,right,0,Hello,1,1,0,7,9199.847227,1,1,-0.002811,1.185346,-0.069442,-0.049741,-0.028895,-0.038959,0.997584,-0.168629,0.636218,-0.128588,-0.168629,0.636218,-0.128588,-0.215312,0.740149,0.053898,-0.155080,0.636772,-0.149573,-0.132292,0.638096,-0.190697,-0.133442,0.625962,-0.218139,-0.143044,0.612482,-0.236729,-0.162666,0.642340,-0.150288,-0.161171,0.644289,-0.212743,-0.152943,0.615170,-0.238863,-0.143422,0.596515,-0.225313,-0.139768,0.602299,-0.206395,-0.169507,0.634701,-0.150350,-0.178505,0.629289,-0.209470,-0.165036,0.600106,-0.236950,-0.151311,0.582523,-0.220735,-0.149419,0.593441,-0.202005,-0.175427,0.626249,-0.149038,-0.188809,0.615112,-0.205027,-0.177950,0.585518,-0.229184,-0.163881,0.576383,-0.212114,-0.165527,0.586264,-0.195505,-0.182241,0.616819,-0.146646,-0.196495,0.600835,-0.193357,-0.188130,0.578884,-0.213232,-0.176076,0.571793,-0.203775,-0.175710,0.579272,-0.188951,0.083764,0.762673,-0.154054,0.083764,0.762673,-0.154054,0.247750,0.682838,-0.009053,0.069164,0.781858,-0.165831,0.028637,0.798527,-0.189734,0.007775,0.802937,-0.209473,-0.009275,0.804679,-0.228821,0.078159,0.782002,-0.170092,0.056995,0.806806,-0.225212,0.024647,0.804469,-0.247225,0.003167,0.798953,-0.246509,-0.015729,0.792719,-0.241958,0.078323,0.773144,-0.174330,0.062300,0.787475,-0.230806,0.024955,0.785256,-0.252570,0.001631,0.777864,-0.239691,-0.009534,0.772494,-0.223005,0.077609,0.763432,-0.176666,0.062979,0.769169,-0.232170,0.030369,0.766580,-0.252514,0.010008,0.761370,-0.238546,0.002130,0.758409,-0.220557,0.076675,0.747338,-0.178060,0.064856,0.751942,-0.226676,0.037908,0.749323,-0.243289,0.022185,0.747863,-0.234991,0.014270,0.747984,-0.218595
1,S02,20260821_140049,right,0,Hello,1,1,0,8,9199.878500,1,1,-0.008779,1.186883,-0.067670,-0.048330,-0.031808,-0.037649,0.997615,-0.170192,0.635292,-0.126153,-0.170192,0.635292,-0.126153,-0.222752,0.737441,0.053238,-0.156327,0.635666,-0.146937,-0.132677,0.637308,-0.187521,-0.132997,0.625016,-0.214888,-0.141677,0.611294,-0.233688,-0.163860,0.641304,-0.147775,-0.161521,0.643098,-0.210200,-0.153061,0.613727,-0.235947,-0.143577,0.593882,-0.223249,-0.138590,0.597236,-0.204074,-0.170772,0.633727,-0.147916,-0.179050,0.628283,-0.207131,-0.165502,0.598933,-0.234378,-0.151665,0.579931,-0.219142,-0.148288,0.589129,-0.199773,-0.176788,0.625331,-0.146667,-0.189514,0.614179,-0.202795,-0.179629,0.585004,-0.227883,-0.165125,0.574559,-0.211833,-0.165356,0.583295,-0.194431,-0.183724,0.615969,-0.144350,-0.197473,0.599998,-0.191208,-0.190635,0.578520,-0.212232,-0.178463,0.570605,-0.203482,-0.177023,0.577315,-0.188295,0.081760,0.768480,-0.153645,0.081760,0.768480,-0.153645,0.241076,0.686541,-0.004773,0.067526,0.787968,-0.165407,0.027831,0.805382,-0.190065,0.007662,0.810418,-0.210358,-0.009028,0.813528,-0.229971,0.076641,0.788216,-0.169410,0.057201,0.814454,-0.224499,0.025558,0.812838,-0.247555,0.004132,0.807205,-0.247607,-0.014798,0.800796,-0.243499,0.076930,0.779460,-0.173896,0.062685,0.795271,-0.230481,0.026044,0.793691,-0.253433,0.002357,0.785909,-0.241415,-0.009340,0.780089,-0.225152,0.076292,0.769808,-0.176520,0.063417,0.777004,-0.232348,0.031470,0.774952,-0.253707,0.011125,0.769336,-0.239825,0.003259,0.765936,-0.221903,0.075420,0.753762,-0.178237,0.065130,0.759635,-0.227288,0.038574,0.757440,-0.244511,0.022749,0.755761,-0.236404,0.014633,0.755464,-0.220108
1,S02,20260821_140049,right,0,Hello,1,1,0,9,9199.913709,1,1,-0.015956,1.188332,-0.066027,-0.046078,-0.033634,-0.035425,0.997743,-0.173337,0.634537,-0.126595,-0.173337,0.634537,-0.126595,-0.231913,0.732780,0.050988,-0.159135,0.635190,-0.147092,-0.134822,0.637358,-0.187222,-0.134457,0.625089,-0.214566,-0.142401,0.611245,-0.233559,-0.166665,0.640814,-0.148013,-0.163275,0.643313,-0.210419,-0.153933,0.613921,-0.235807,-0.144862,0.594255,-0.222631,-0.140460,0.597683,-0.203332,-0.173555,0.633215,-0.148355,-0.180925,0.628486,-0.207759,-0.166885,0.599511,-0.235185,-0.153180,0.580077,-0.220115,-0.149571,0.588450,-0.200457,-0.179569,0.624783,-0.147300,-0.191334,0.614213,-0.203750,-0.181572,0.585694,-0.229584,-0.166986,0.574611,-0.213967,-0.166834,0.582595,-0.196154,-0.186519,0.615371,-0.145204,-0.199450,0.599876,-0.192432,-0.192993,0.579186,-0.214382,-0.180787,0.570824,-0.206024,-0.179008,0.576799,-0.190481,0.079761,0.774003,-0.153539,0.079761,0.774003,-0.153539,0.234915,0.691051,-0.001039,0.065890,0.793749,-0.165335,0.027061,0.811779,-0.190820,0.007581,0.817307,-0.211636,-0.008439,0.820895,-0.231753,0.075105,0.794058,-0.169097,0.057272,0.821436,-0.224169,0.026219,0.820463,-0.248095,0.004881,0.814868,-0.248766,-0.014046,0.808240,-0.245112,0.075499,0.785386,-0.173769,0.062894,0.802366,-0.230426,0.026834,0.801362,-0.254373,0.002917,0.793325,-0.243176,-0.009257,0.787181,-0.227304,0.074920,0.775786,-0.176616,0.063656,0.784139,-0.232680,0.032314,0.782581,-0.254905,0.012067,0.776653,-0.241035,0.004309,0.772933,-0.223131,0.074093,0.759785,-0.178582,0.065200,0.766666,-0.227960,0.038918,0.764837,-0.245583,0.023179,0.763010,-0.237344,0.015229,0.762412,-0.220986
